-8.47559,-54126.00000
-8.47546,-54126.00000
-8.47540,-54126.00000
-8.47574,-54126.00000
-8.47542,-54126.00000
-8.47542,-54126.00000
-8.47548,-54126.00000
-8.47566,-54126.00000
-8.47556,-54126.00000
-8.47557,-54126.00000
-8.47523,-54126.00000
-8.47561,-54126.00000
-8.47562,-54126.00000
-8.47547,-54126.00000
-8.47558,-54126.00000
-8.47574,-54126.00000
-8.47526,-54126.00000
-8.47562,-54126.00000
-8.47530,-54126.00000
-8.47539,-54126.00000
-8.47548,-54126.00000
-8.47549,-54126.00000
-8.47557,-54126.00000
-8.47564,-54126.00000
-8.47553,-54126.00000
-8.47562,-54126.00000
-8.47530,-54126.00000
-8.47570,-54126.00000
-8.47546,-54126.00000
-8.47540,-54126.00000
-8.47548,-54126.00000
-8.47563,-54126.00000
-8.47561,-54126.00000
-8.47558,-54126.00000
-8.47566,-54126.00000
-8.47540,-54126.00000
-8.47565,-54126.00000
-8.47556,-54126.00000
-8.47572,-54126.00000
-8.47563,-54126.00000
-8.47530,-54126.00000
-8.47579,-54126.00000
-8.47562,-54126.00000
-8.47549,-54126.00000
-8.47562,-54126.00000
-8.47553,-54126.00000
-8.47550,-54126.00000
-8.47579,-54126.00000
-8.47545,-54126.00000
-8.47577,-54126.00000
-8.47546,-54126.00000
-8.47551,-54126.00000
-8.47540,-54126.00000
-8.47586,-54126.00000
-8.47562,-54126.00000
-8.47559,-54126.00000
-8.47569,-54126.00000
-8.47558,-54126.00000
-8.47541,-54126.00000
-8.47519,-54126.00000
-8.47522,-54126.00000
-8.47528,-54126.00000
-8.47509,-54126.00000
-8.47524,-54126.00000
-8.47514,-54126.00000
-8.47509,-54126.00000
-8.47520,-54126.00000
-8.47515,-54126.00000
-8.47512,-54126.00000
-8.47510,-54126.00000
-8.47529,-54126.00000
-8.47529,-54126.00000
-8.47526,-54126.00000
-8.47544,-54126.00000
-8.47543,-54126.00000
-8.47510,-54126.00000
-8.47508,-54126.00000
-8.47509,-54126.00000
-8.47535,-54126.00000
-8.47543,-54126.00000
-8.47537,-54126.00000
-8.47524,-54126.00000
-8.47537,-54126.00000
-8.47565,-54126.00000
-8.47535,-54126.00000
-8.47523,-54126.00000
-8.47536,-54126.00000
-8.47533,-54126.00000
-8.47516,-54126.00000
-8.47520,-54126.00000
-8.47519,-54126.00000
-8.47511,-54126.00000
-8.47516,-54126.00000
-8.47519,-54126.00000
-8.47540,-54126.00000
-8.47546,-54126.00000
-8.47534,-54126.00000
-8.47535,-54126.00000
-8.47524,-54126.00000
-8.47520,-54126.00000
-8.47540,-54126.00000
-8.47548,-54126.00000
-8.47515,-54126.00000
-8.47511,-54126.00000
-8.47540,-54126.00000
-8.47559,-54126.00000
-8.47522,-54126.00000
-8.47531,-54126.00000
-8.47563,-54126.00000
-8.47528,-54126.00000
-8.47531,-54126.00000
-8.47535,-54126.00000
-8.47557,-54126.00000
-8.47541,-54126.00000
-8.47527,-54126.00000
-8.47552,-54126.00000
