3799779367.88821,1897035.00000,-9368.00000,3.56038,241.00000
3799779369.21969,1897035.00000,-9368.00000,3.56026,241.00000
3799779370.51017,1897035.00000,-9368.00000,3.56021,241.00000
3799779371.79844,1897035.00000,-9368.00000,3.56064,241.00000
3799779373.10710,1897035.00000,-9368.00000,3.56085,241.00000
3799779374.40928,1897035.00000,-9368.00000,3.56091,241.00000
3799779375.78804,1897035.00000,-9368.00000,3.56065,241.00000
3799779377.10786,1897035.00000,-9368.00000,3.56099,241.00000
3799779378.42739,1897035.00000,-9368.00000,3.56053,241.00000
3799779379.73886,1897035.00000,-9368.00000,3.56093,241.00000
3799779381.05968,1897035.00000,-9368.00000,3.56063,241.00000
3799779382.36837,1897035.00000,-9368.00000,3.56023,241.00000
3799779383.68858,1897035.00000,-9368.00000,3.56045,241.00000
3799779384.97932,1897035.00000,-9368.00000,3.56057,241.00000
3799779386.28926,1897035.00000,-9368.00000,3.56017,241.00000
3799779387.59850,1897035.00000,-9368.00000,3.56066,241.00000
3799779517.28864,1897036.00000,-9368.00000,3.56071,241.00000
3799779519.97931,1897036.00000,-9368.00000,3.56037,241.00000
3799779522.55981,1897036.00000,-9368.00000,3.56055,241.00000
3799779525.14810,1897036.00000,-9368.00000,3.56043,241.00000
3799779527.73791,1897036.00000,-9368.00000,3.56075,241.00000
3799779530.30826,1897036.00000,-9368.00000,3.56111,241.00000
3799779533.20004,1897036.00000,-9368.00000,3.56089,241.00000
3799779538.42785,1897036.00000,-9368.00000,3.56065,241.00000
3799779543.65748,1897036.00000,-9368.00000,3.56057,241.00000
3799779548.87759,1897036.00000,-9368.00000,3.56107,241.00000
3799779736.28922,1897036.00000,-9368.00000,3.56070,241.00000
3799779738.88766,1897036.00000,-9368.00000,3.56066,241.00000
3799779772.49811,1897036.00000,-9368.00000,3.56036,241.00000
3799779775.11800,1897036.00000,-9368.00000,3.56048,241.00000
3799779777.69778,1897036.00000,-9368.00000,3.56098,241.00000
3799779780.33950,1897036.00000,-9368.00000,3.56061,241.00000
3799779782.95741,1897036.00000,-9368.00000,3.56056,241.00000
3799779785.58747,1897036.00000,-9368.00000,3.56045,241.00000
3799779788.19948,1897036.00000,-9368.00000,3.56029,241.00000
3799779790.78840,1897036.00000,-9368.00000,3.56031,241.00000
3799779793.35907,1897036.00000,-9368.00000,3.56053,241.00000
3799779795.93797,1897036.00000,-9368.00000,3.56105,241.00000
3799779798.52818,1897036.00000,-9368.00000,3.56051,241.00000
3799779801.11800,1897036.00000,-9368.00000,3.56089,241.00000
3799779803.70831,1897036.00000,-9368.00000,3.56068,241.00000
3799779806.32805,1897036.00000,-9368.00000,3.56050,241.00000
3799779808.94795,1897036.00000,-9368.00000,3.56056,241.00000
3799780105.24852,1897036.00000,47.58944,47.64564,241.00000
3799780107.82745,1897036.00000,47.58944,47.65046,241.00000
3799780110.47870,1897036.00000,47.58944,47.65198,241.00000
